smiles,fgs,fgsmi,fgmol
CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,"[{1}, {5}, {11}]","['[R]N([R])[R]', '[R]N([R])[R]', '[Sar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c8b8e40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8b91c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8b9930>]"
C[C@@]1(O)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(=O)Cn4cc(C#N)cn4)CC[C@@H]32)C1,"[{2}, {16, 17}, {22, 23}, {19}, {25}]","['O[Cal]', 'O=C([R])[R]', 'C#N', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c8b9d90>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8b90e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8b9380>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8b99a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8b9af0>]"
Cc1cccc([C@H](C)c2c[nH]cn2)c1C,"[{10}, {12}]","['[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c8b9e00>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8b9540>]"
COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,"[{1}, {12, 13}, {5}, {9}, {15}, {22}]","['[R]O[R]', '[O-][S+]([R])[R]', '[R]O[R]', '[Nar]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c8b83c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8b9770>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8ba5e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8b9c40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8b9690>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8b97e0>]"
COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,"[{1}, {33}, {7}, {11}, {17}, {21, 22, 23}, {9}, {18}, {26}, {30}]","['[R]O[R]', 'Cl[R]', '[R]N[R]', '[R]N([R])[R]', 'O[Cal]', 'O=C([R])N([R])[R]', '[Nar]', '[Nar]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c8b9bd0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8b9cb0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8baa40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8b9a10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8ba260>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8b9d20>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8ba960>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bac00>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8ba9d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bab20>]"
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,"[{5, 6, 7}, {9}, {13}, {15}, {18}, {2}]","['O=C(O)[R]', 'O=[Car]', 'F[R]', '[R]N([R])[R]', '[R]N[R]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c8b9620>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8ba8f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8b9a80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8b9f50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bab90>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8baab0>]"
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,"[{0, 8, 1}, {10, 11, 12}]","['O=C([R])N([R])[R]', 'O=C([R])N([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c8b98c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8ba340>]"
CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,"[{2, 3, 4}, {6, 7}, {9}, {17}, {18, 19, 20, 21, 22, 23}, {27}, {29}]","['O=C([R])O[R]', 'O=C([R])[R]', 'Cl[R]', 'F[R]', 'C=CC(=O)C=C', 'F[R]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c8b9e70>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8ba880>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8b9b60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8badc0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8ba7a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8baea0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8baf80>]"
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,"[{1}, {17, 18, 3, 4, 5, 6, 8}, {13}, {32, 33, 34, 35, 36, 37, 39, 40, 41, 19, 20, 21, 59, 60, 31}, {24}, {45}, {49}, {56, 53, 54}]","['[R]O[R]', 'C=COC(O[R])C(=O)[R]', 'O[Car]', 'C=CC=CC(=O)N([R])C(C(=O)[R])=C1C=NCN1[R]', '[R]N([R])[R]', 'O[Cal]', 'O[Cal]', 'O=C([R])O[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb0d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8ba6c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8b9850>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb3e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb7d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bae30>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb8b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb920>]"
Cc1cccc(C)c1OCC(C)N,"[{8}, {12}]","['[R]O[R]', 'N[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb290>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8baff0>]"
C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,"[{8, 9, 10, 11, 12, 13, 14, 15}, {23}]","['N#CC=C(O)C1CO1', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c8ba810>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb220>]"
Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,"[{0}, {18, 19, 7, 8, 9}, {16, 17, 13, 14, 15}]","['N[Car]', 'O=C([R])N([R])C(=O)[R]', 'O=C([R])N([R])C(=O)[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb060>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb530>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb140>]"
Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1,"[{0}, {9}, {12}, {17}, {19}]","['O[Car]', '[R]N[R]', 'O[Cal]', 'O[Car]', 'O[Car]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c8bad50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bba70>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb840>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bace0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb990>]"
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,"[{16}, {1}]","['O[Car]', '[R]N([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb300>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bac70>]"
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,"[{0, 1}, {3}, {10, 11}, {17, 18}]","['C#C', 'O[Cal]', 'C=C', 'C=C']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c8ba730>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb370>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb4c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8b9fc0>]"
CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,"[{32}, {33}, {8, 6, 7}, {11}, {14}, {18}, {25}, {31}]","['F[R]', 'F[R]', 'O=C([R])O[R]', '[R]N([R])[R]', '[R]N([R])[R]', '[R]N([R])[R]', '[R]S[R]', 'F[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb760>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8ba650>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8baf10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bbb50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb1b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb5a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8120>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8190>]"
NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,"[{0, 1, 2}, {18}, {9}, {22}]","['O=C([R])N([R])[R]', '[R]N[R]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c8bbed0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bbc30>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bbd80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8b9150>]"
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,"[{4, 5, 6}, {11, 12, 13, 14}, {23}, {25, 26, 27}]","['O=C([R])O[R]', 'C=CC=C', 'O[Cal]', 'O=C([R])O[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c8bbe60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb6f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb680>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bbca0>]"
Cc1cn[nH]c1,"[{3}, {4}]","['[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c8bbdf0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bb450>]"
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,"[{1}, {9, 10, 11, 12, 13, 14, 15, 16}, {24, 22, 23}, {33}, {36}, {38}, {42, 43}, {46, 47}, {50}, {52}, {54, 55}, {64, 65, 66, 61, 62, 63}]","['[R]O[R]', 'O=C(C(=O)N([R])[R])C(O)O[R]', 'O=C([R])O[R]', '[R]O[R]', 'O[Cal]', '[R]O[R]', 'O=C([R])[R]', 'C=C', 'O[Cal]', '[R]O[R]', 'O=C([R])[R]', 'C=CC=CC=C']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c8bbae0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8740>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bbd10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8040>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bbf40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8430>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8cf0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8b30>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8ac0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8ba0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8d60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8e40>]"
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,"[{3}, {7}, {8}, {15}]","['[R]N([R])[R]', 'O=[Car]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8660>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8580>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c8bbbc0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d86d0>]"
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,"[{16, 17, 15}, {18}, {9}]","['O=C(O)[R]', '[R]O[R]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6d85f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c89b920>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d84a0>]"
Cc1ncc(CO)c(CO)c1O,"[{9}, {11}, {6}, {2}]","['O[Cal]', 'O[Car]', 'O[Cal]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8dd0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8c10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8200>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d83c0>]"
Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,"[{3}, {6}, {7}, {8}, {14, 15}, {11}, {17}, {24}]","['[R]O[R]', 'F[R]', 'F[R]', 'F[R]', '[O-][S+]([R])[R]', '[Nar]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c8bba00>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8f90>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8510>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8900>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8890>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9070>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d90e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d82e0>]"
CCCCCCOC(=O)CCC(=O)CN,"[{8, 6, 7}, {11, 12}, {14}]","['O=C([R])O[R]', 'O=C([R])[R]', 'N[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8820>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8f20>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8350>]"
COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,"[{32, 33, 8, 9, 10}, {1}, {17, 18, 19, 20, 21, 22, 23}]","['O=C([R])N([R])C(=O)[R]', '[R]O[R]', 'O=C(N([R])[R])N([R])S(=O)(=O)[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9230>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d95b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d89e0>]"
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,"[{3, 4, 5}, {35}, {38}, {9, 10, 20}, {43, 44}, {14}, {48}, {17}, {51}, {24, 25, 26}, {31}]","['O=C([R])O[R]', 'O[Cal]', '[R]O[R]', '[R]OCO[R]', 'O=C([R])[R]', '[R]O[R]', 'O[Cal]', 'O[Cal]', 'O[Cal]', '[R]OCO[R]', '[R]N([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9b60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d94d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9c40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9bd0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9d20>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9d90>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9150>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9cb0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9e70>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9fc0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9f50>]"
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,"[{1}, {9}, {14}, {16}, {21, 22, 23, 24, 25}, {27}, {5}, {7}]","['[R]O[R]', '[R]N[R]', 'F[R]', 'Cl[R]', 'C=CC(=O)N([R])[R]', '[R]N([R])[R]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8c80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9310>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9460>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8a50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d99a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d91c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9af0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8970>]"
CCC1(c2cccc(O)c2)CCCCN(C)C1,"[{8}, {14}]","['O[Car]', '[R]N([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9620>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9a80>]"
CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,"[{4}, {5, 6, 7}, {11}, {12}, {19}, {22}, {14}, {16}, {20}, {23}]","['N[Cal]', 'O=C([R])O[R]', 'O[Cal]', '[R]O[R]', 'O=[Car]', 'N[Car]', '[Nar]', '[Nar]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9000>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6da0a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d87b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6da030>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d92a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6da180>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9690>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6da260>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d80b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9770>]"
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,"[{6}, {16, 17, 18, 19, 13, 14, 15}, {10}]","['[R]N[R]', 'O=C(N([R])[R])N([R])S(=O)(=O)[R]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9700>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6da2d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8eb0>]"
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,"[{3}, {6}, {11}, {18}, {22, 23}, {25}, {1}, {13}]","['O=[Car]', '[R]N([R])[R]', 'N[Cal]', 'F[R]', 'C#N', 'O=[Car]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9930>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9380>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9850>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6da500>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6da5e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6da570>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d97e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6da6c0>]"
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,"[{1}, {5}, {7}, {10, 11, 12}, {16}]","['[R]O[R]', 'N[Car]', 'Cl[R]', 'O=C([R])N([R])[R]', '[R]N([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6da110>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d93f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6da3b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6da650>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6da810>]"
NC(=O)N[C@@H](CCC(=O)O)C(=O)O,"[{0, 1, 2, 3}, {8, 9, 7}, {10, 11, 12}]","['O=C(N([R])[R])N([R])[R]', 'O=C(O)[R]', 'O=C(O)[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6dab20>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9ee0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6da340>]"
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,"[{16, 17, 18, 3, 4}, {8, 6, 7}, {20, 21, 22}]","['O=C([R])N([R])CS[R]', 'O=C([R])N([R])[R]', 'O=C(O)[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6d8270>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6dab90>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6da420>]"
CC(C)c1cccc(C(C)C)c1O,[{12}],['O[Car]'],[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9a10>]
CN(C)CC/C=C1\c2ccccc2CSc2ccccc21,"[{1}, {5, 6}, {14}]","['[R]N([R])[R]', 'C=C', '[R]S[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6da7a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6da8f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6daa40>]"
CCCC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,"[{4}, {9, 10, 11}, {14}, {24, 25, 23}]","['[R][N+]([R])([R])[R]', 'O=C([R])O[R]', 'O[Cal]', 'C1CO1']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9540>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6da880>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d98c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6da490>]"
Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,"[{12}, {18, 19, 20, 21, 22, 23}, {2}]","['[R]N[R]', 'C=CC(=O)N(O)[R]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6dac70>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6dace0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6d9e00>]"
COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,"[{1}, {9}, {16, 17, 14, 15}, {25}, {30}, {5}, {22}, {23}]","['[R]O[R]', '[R]O[R]', 'O=C(N([R])[R])N([R])[R]', 'Cl[R]', '[R]O[R]', '[Nar]', '[Oar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6db060>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6dac00>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6da9d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6dadc0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6da730>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6db450>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6db370>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6db3e0>]"
O=O,"[{0, 1}]",['O=O'],[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6db300>]
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,"[{24, 13, 22, 23}, {17, 18, 19, 20, 21}, {27}, {1}, {2}, {3}, {29}, {30}]","['O=C(O[R])N([R])[R]', 'O=P(O)(O)O[R]', 'F[R]', '[Nar]', '[Nar]', '[Nar]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6daff0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6da960>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6db220>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6dad50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6db290>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6db4c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6daea0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6db0d0>]"
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,"[{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 27, 28}, {16, 11, 12, 13, 14, 15}, {18, 19, 20}, {25}, {23}, {26}]","['C=CC=C(C(=O)O)N(CS[R])C(=O)[R]', 'O=C(C=NO[R])N([R])[R]', 'O=C(O)[R]', 'N[Car]', '[Sar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6db6f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6db840>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6dae30>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6db530>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6dbb50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6dbae0>]"
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,"[{10}, {21, 13}, {20}, {2}, {5}]","['Cl[R]', 'C=N[R]', 'F[R]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6db610>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6db680>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6dba70>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6daab0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6dbbc0>]"
CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,"[{12, 13, 14}, {25}, {28}, {17}]","['O=C([R])N([R])[R]', 'O=[Car]', 'O[Car]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45c6db7d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6db8b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6dbe60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45c6db5a0>]"
